id;name;category;rec;target
1;Гадкий Койот;5;4;1
1;Гадкий Койот;5;4;1
1;Гадкий Койот;5;5;1
1;Гадкий Койот;5;5;1
1;Гадкий Койот;5;4;1
1;Гадкий Койот;5;4;1
1;Гадкий Койот;5;5;1
1;Гадкий Койот;5;4;1
1;Гадкий Койот;5;5;1
1;Гадкий Койот;5;4;1
1;Гадкий Койот;4;3;1
1;Гадкий Койот;4;4;1
1;Гадкий Койот;4;5;1
1;Гадкий Койот;4;5;1
1;Гадкий Койот;4;5;1
1;Гадкий Койот;4;4;1
1;Гадкий Койот;4;5;1
1;Гадкий Койот;4;5;1
1;Гадкий Койот;4;5;1
1;Гадкий Койот;4;4;1
1;Гадкий Койот;3;4;0
1;Гадкий Койот;3;4;0
1;Гадкий Койот;3;3;0
1;Гадкий Койот;3;3;0
1;Гадкий Койот;3;4;0
1;Гадкий Койот;3;3;0
1;Гадкий Койот;3;2;0
1;Гадкий Койот;3;3;0
1;Гадкий Койот;3;3;0
1;Гадкий Койот;3;2;0
1;Гадкий Койот;3;3;0
1;Гадкий Койот;2;3;0
1;Гадкий Койот;2;1;0
1;Гадкий Койот;2;1;0
1;Гадкий Койот;2;1;0
1;Гадкий Койот;2;1;0
1;Гадкий Койот;2;2;0
1;Гадкий Койот;2;3;0
1;Гадкий Койот;2;3;0
1;Гадкий Койот;2;1;0
1;Гадкий Койот;2;3;0
1;Гадкий Койот;1;1;0
1;Гадкий Койот;1;2;0
1;Гадкий Койот;1;1;0
1;Гадкий Койот;1;1;0
1;Гадкий Койот;1;1;0
1;Гадкий Койот;1;2;0
1;Гадкий Койот;1;2;0
1;Гадкий Койот;1;2;0
1;Гадкий Койот;1;1;0
2;Барвиха Lounge;5;5;1
2;Барвиха Lounge;5;5;1
2;Барвиха Lounge;5;5;1
2;Барвиха Lounge;5;5;1
2;Барвиха Lounge;5;4;1
2;Барвиха Lounge;5;4;1
2;Барвиха Lounge;5;4;1
2;Барвиха Lounge;5;5;1
2;Барвиха Lounge;5;5;1
2;Барвиха Lounge;5;5;1
2;Барвиха Lounge;4;4;1
2;Барвиха Lounge;4;3;1
2;Барвиха Lounge;4;5;1
2;Барвиха Lounge;4;4;1
2;Барвиха Lounge;4;4;1
2;Барвиха Lounge;4;4;1
2;Барвиха Lounge;4;5;1
2;Барвиха Lounge;4;3;1
2;Барвиха Lounge;4;4;1
2;Барвиха Lounge;4;4;1
2;Барвиха Lounge;3;4;0
2;Барвиха Lounge;3;3;0
2;Барвиха Lounge;3;4;0
2;Барвиха Lounge;3;3;0
2;Барвиха Lounge;3;4;0
2;Барвиха Lounge;3;2;0
2;Барвиха Lounge;3;2;0
2;Барвиха Lounge;3;4;0
2;Барвиха Lounge;3;4;0
2;Барвиха Lounge;3;4;0
2;Барвиха Lounge;3;4;0
2;Барвиха Lounge;2;3;0
2;Барвиха Lounge;2;1;0
2;Барвиха Lounge;2;2;0
2;Барвиха Lounge;2;3;0
2;Барвиха Lounge;2;1;0
2;Барвиха Lounge;2;1;0
2;Барвиха Lounge;2;1;0
2;Барвиха Lounge;2;3;0
2;Барвиха Lounge;2;1;0
2;Барвиха Lounge;2;2;0
2;Барвиха Lounge;1;1;0
2;Барвиха Lounge;1;2;0
2;Барвиха Lounge;1;2;0
2;Барвиха Lounge;1;2;0
2;Барвиха Lounge;1;1;0
2;Барвиха Lounge;1;2;0
2;Барвиха Lounge;1;2;0
2;Барвиха Lounge;1;2;0
2;Барвиха Lounge;1;2;0
3;Бар Гадкий Койот9Барвиха Lounge9;5;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;5;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;5;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;5;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;5;4;1
3;Бар Гадкий Койот9Барвиха Lounge9;5;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;5;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;5;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;5;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;5;4;1
3;Бар Гадкий Койот9Барвиха Lounge9;4;4;1
3;Бар Гадкий Койот9Барвиха Lounge9;4;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;4;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;4;3;1
3;Бар Гадкий Койот9Барвиха Lounge9;4;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;4;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;4;3;1
3;Бар Гадкий Койот9Барвиха Lounge9;4;5;1
3;Бар Гадкий Койот9Барвиха Lounge9;4;3;1
3;Бар Гадкий Койот9Барвиха Lounge9;4;4;1
3;Бар Гадкий Койот9Барвиха Lounge9;3;2;0
3;Бар Гадкий Койот9Барвиха Lounge9;3;3;0
3;Бар Гадкий Койот9Барвиха Lounge9;3;4;0
